timestamp,ax,ay,az,gx,gy,gz
2025-06-19T09:38:28.966760,-9244,-11844,4516,-1007,-428,-1
2025-06-19T09:38:29.271275,-9504,-11272,4384,20,136,348
2025-06-19T09:38:29.692829,-9872,-11156,4340,-202,-201,524
2025-06-19T09:38:30.090628,-10248,-11032,4412,-430,30,669
2025-06-19T09:38:30.407124,-10392,-10836,4672,106,-1092,507
2025-06-19T09:38:30.705098,-10104,-10768,4512,-1204,-1089,143
2025-06-19T09:38:31.123727,-10240,-10908,3268,-2626,2227,-969
2025-06-19T09:38:31.935041,-10988,-10936,2820,-862,-1381,-403
2025-06-19T09:38:32.249482,-10640,-10908,3604,69,-23,-393
2025-06-19T09:38:32.520717,-10436,-10896,3908,77,-504,-402
2025-06-19T09:38:33.494984,-10568,-10672,4164,-321,-396,194
2025-06-19T09:38:33.780885,-11116,-8900,5860,507,474,-1188
2025-06-19T09:38:34.096633,-10728,-9000,6632,2481,-956,-254
2025-06-19T09:38:34.400587,-9976,-8488,7284,-571,-902,224
2025-06-19T09:38:34.705497,-9628,-9876,5984,-5215,2652,48
2025-06-19T09:38:35.011410,-10200,-10504,4588,-1642,941,-926
2025-06-19T09:38:35.270632,-10632,-10076,4168,-1251,151,262
2025-06-19T09:38:35.625246,-11648,-9932,3592,-102,-34,-259
2025-06-19T09:38:35.935902,-11440,-10408,3680,-235,-307,-80
2025-06-19T09:38:36.731908,-11196,-10128,3716,39,286,-404
2025-06-19T09:38:37.048686,-1676,-15196,6084,7414,-6835,-11464
2025-06-19T09:38:37.365842,6660,-12340,8556,6078,11769,-12638
2025-06-19T09:38:37.777789,196,-6688,10968,-2679,2329,-8966
2025-06-19T09:38:38.082337,6648,-9492,13552,-375,-1062,1200
2025-06-19T09:38:38.987020,4716,-8488,11784,4293,-8411,1523
2025-06-19T09:38:39.325333,5836,-8340,11336,1088,356,-261
2025-06-19T09:38:39.608331,5864,-7064,12092,-722,-1725,249
2025-06-19T09:38:39.923860,5952,-7640,11740,-505,-796,-199
2025-06-19T09:38:40.231512,6176,-7644,11896,-393,-29,-131
2025-06-19T09:38:40.538798,6080,-6896,11832,-297,841,-299
2025-06-19T09:38:40.847544,5740,-7192,11964,-168,-194,-175
2025-06-19T09:38:41.702534,5648,-7528,12064,-345,-177,-57
2025-06-19T09:38:41.970782,5864,-6968,11924,-35,524,-1332
2025-06-19T09:38:42.331684,5832,-7136,11740,-173,171,-859
2025-06-19T09:38:42.612885,5792,-7324,11884,-287,-547,-277
2025-06-19T09:38:43.139496,4812,-7696,12072,-172,-117,-59
2025-06-19T09:38:43.617549,5336,-7496,12352,-662,-987,189
2025-06-19T09:38:43.967415,5868,-7064,12020,-73,-393,-172
2025-06-19T09:38:44.377540,6076,-7428,11832,-129,-479,-6
2025-06-19T09:38:45.066546,5532,-7432,11544,-25,363,-244
2025-06-19T09:38:45.466875,5420,-7952,12148,-398,-522,-315
2025-06-19T09:38:45.761694,5496,-7388,12152,-178,-366,-169
2025-06-19T09:38:45.990834,5816,-7516,11576,-649,-732,-617
2025-06-19T09:38:46.231602,7908,-7508,12204,100,-2071,-313
2025-06-19T09:38:46.463410,5844,-7372,11840,-205,-22,355
2025-06-19T09:38:46.691791,5400,-7444,11620,-463,205,123
2025-06-19T09:38:46.989052,5964,-7900,11980,-562,-517,-309
2025-06-19T09:38:47.229015,5756,-7956,11692,-369,148,-64
2025-06-19T09:38:47.463219,5884,-7884,11560,-269,-108,-343
2025-06-19T09:38:48.509825,6196,-7600,11768,-281,48,55
2025-06-19T09:38:48.831079,6076,-7668,11632,-310,-188,-125
2025-06-19T09:38:49.067924,5624,-7592,11804,-132,-344,-191
2025-06-19T09:38:49.301832,6196,-7628,11700,-450,-266,-275
2025-06-19T09:38:49.546561,6140,-7428,11756,-525,-113,-156
2025-06-19T09:38:49.791042,6304,-7636,11724,-299,-275,-195
2025-06-19T09:38:50.063856,6120,-7496,11868,-153,-348,-194
2025-06-19T09:38:50.367217,6176,-7768,11952,-364,-363,-202
2025-06-19T09:38:50.673365,5888,-8016,11848,-354,-730,-143
2025-06-19T09:38:50.975527,6808,-7844,11536,-1953,-1352,160
